list_id,ad_id,category_id,root_category_id,partition_category_id,partition_date,category_group,category_name,title,description,price,price_text,date_text,list_time,region_id,region_name,area_id,area_name,ward_id,ward_name,latitude,longitude,seller_account_id,seller_name,company_ad,status,image_count
131486766,175028188,9070,9000,9000,2026-06-07,product,Máy giặt,Thanh lý máy giặt Electrolux 8.0 kg,"Máy giặt Electrolux EWF10831 màu trắng, sản xuất tại Thái Lan. - Khối lượng giặt 8.0 kg, phù hợp gia đình. - Máy mới vệ sinh lồng sạch sẽ, vận hành êm ái, giặt sạch . - Thiết kế hiện đại, có màn hình dễ sử dụng. Mọi người có nhu cầu liên hệ mình ***",1800000.0,1.800.000 đ,4 giờ trước,1780833606000,12000,Hà Nội,12088,Huyện Đan Phượng,353,Xã Phương Đình,21.105223,105.64419,15791831,Văn Tiến,,active,5.0
131628379,175197024,9070,9000,9000,2026-06-07,product,Máy giặt,Máy giặt Toshiba 8.0kg Xám Đã sử dụng,". Đã qua sử dụng zin nguyên bản chưa sửa chữa. Máy móc đã được vệ sinh sạch sẽ. Tets kĩ. . Có TIN TƯỞNG hãy mua, Còn CHƯA TIN hãy theo . - Bạn trao cho tôi 1% sự TIN TƯỞNG tôi sẽ trao lại bạn 99% sự HÀI LÒNG😘 Trung Tâm Điện Lạnh Tuấn Linh !! ĐC : số 40 ngõ 161 nguyễn xiển ☑️ thời gian làm việc từ 9h-21h 👉giá có bảo hành 👉👉👉 giá có bảo hành ⛔ chế độ bảo hành 👉 3 tháng tất cả các sản phẩm in 👉lỗi 1 đổi 1 , trong thời gian bảo hành 👉hỗ trợ bảo hành 3 tháng tiếp theo 👌bảo hành toàn phần , điện k ổn định và chập chờn",1800000.0,1.800.000 đ,14 giờ trước,1780795683000,12000,Hà Nội,12077,Quận Thanh Xuân,125,Phường Khương Đình,20.988735,105.818756,11275525,Máy Giặt Tủ Lạnh Hà Nội,True,active,2.0
131654387,175221881,9060,9000,9000,2026-06-07,product,"Máy lạnh, điều hoà",Điều hòa Daikin VRV6 2 chiều,"Vừa về lô Daikin VRV6 hai chiều, hàng lưu kho 2025 mới 100% . Giá = 60% giá mới ( có Vat ) . Ae ai có nhu cầu lh e ah.",123000.0,123.000 đ,14 giờ trước,1780796850000,12000,Hà Nội,12078,Quận Tây Hồ,37,Phường Xuân La,21.059675,105.80408,895686,Phạm văn Thế,True,active,4.0
131691880,175271160,9070,9000,9000,2026-06-07,product,Máy giặt,Máy giặt LG 10kg lồng ngang,"Máy giặt LG lồng ngang 10kg màu trắng, công nghệ Inverter DirectDrive. - Giặt sạch hiệu quả, tiết kiệm điện. - Vận hành êm ái, bền bỉ. - Thiết kế hiện đại, phù hợp nhiều không gian. - Giá 3.8tr ★ Miễn phí vận chuyển lắp đặt bảo hành 6 tháng.",3800000.0,3.800.000 đ,12 giờ trước,1780803180000,12000,Hà Nội,12086,Quận Hà Đông,271,Phường Phú Lương,20.93708,105.767395,24635764,tuấn anh,True,active,3.0
131691955,175271270,9070,9000,9000,2026-06-07,product,Máy giặt,Máy giặt Electrolux. 9kg eletrolux,"Máy giặt Electrolux màu trắng 9kg dễ sử dụng hàng nhập Thái Lan - Giặt sạch hiệu quả, vận hành êm ái. - Thiết kế hiện đại, phù hợp nhiều không gian. - Giá 3.4tr ★ Miễn phí vận chuyển lắp đặt bảo hành 6 tháng.",3400000.0,3.400.000 đ,12 giờ trước,1780804625000,12000,Hà Nội,12086,Quận Hà Đông,271,Phường Phú Lương,20.93708,105.767395,24635764,tuấn anh,True,active,3.0
131692308,175271693,9070,9000,9000,2026-06-07,product,Máy giặt,Máy giặt Electrolux manager,"Máy giặt Electrolux màu trắng, máy giặt 8kg sấy 6kg hàng eco inverter, có tính năng Time Manager giúp điều chỉnh thời gian giặt linh hoạt. - Thiết kế hiện đại, lồng giặt lớn. - Giặt sạch hiệu quả, tiết kiệm điện nước. - Vận hành êm ái. - Giá 4tr - Miễn phí vận chuyển lắp xxătn bảo hành 6 tháng.",4000000.0,4.000.000 đ,12 giờ trước,1780804644000,12000,Hà Nội,12086,Quận Hà Đông,271,Phường Phú Lương,20.93708,105.767395,24635764,tuấn anh,True,active,3.0
131692618,175272055,9070,9000,9000,2026-06-07,product,Máy giặt,Máy giặt Samsung 10kg inverter giá 3.6tr,"Máy giặt Samsung 10kg công nghệ Inverter tiết kiệm điện. - Giặt sạch hiệu quả, vận hành êm ái. - Nhiều chế độ giặt phù hợp với từng loại vải. - Thiết kế hiện đại, sang trọng. - Giá 3.6tr - Miễn phí vận chuyển lắp đặt bảo hành 6 tháng.",3600000.0,3.600.000 đ,12 giờ trước,1780804662000,12000,Hà Nội,12086,Quận Hà Đông,271,Phường Phú Lương,20.93708,105.767395,24635764,tuấn anh,True,active,2.0
131692675,175272128,9070,9000,9000,2026-06-07,product,Máy giặt,Máy giặt Electrolux Time Manager,"Máy giặt Electrolux Time Manager màu trắng, tích hợp công nghệ Inverter tiết kiệm điện. - Giặt sạch hiệu quả, vận hành êm ái. - Thiết kế hiện đại, dễ sử dụng. - Giá 4.3tr - Miễn phí vận chuyển lắp đặt bảo hành 6 tháng.",4300000.0,4.300.000 đ,12 giờ trước,1780802623000,12000,Hà Nội,12086,Quận Hà Đông,271,Phường Phú Lương,20.93708,105.767395,24635764,tuấn anh,True,active,3.0
131701792,175282484,9070,9000,9000,2026-06-07,product,Máy giặt,Máy giặt Samsung 10kg inverter cửa ngang,"Máy giặt Samsung lồng ngang màu trắng, khối lượng giặt 10kg. - Công nghệ Digital Inverter tiết kiệm điện. - Công nghệ Eco Bubble giặt sạch hiệu quả. - Thiết kế hiện đại, vận hành êm ái. Giá 3.5tr - Miễn phí vận chuyển lắp đặt bảo hành 6 tháng.",3500000.0,3.500.000 đ,6 giờ trước,1780823924000,12000,Hà Nội,12086,Quận Hà Đông,271,Phường Phú Lương,20.93708,105.767395,24635764,tuấn anh,True,active,4.0
131761649,175351940,9060,9000,9000,2026-06-07,product,"Máy lạnh, điều hoà",thanh lý tổng kho điều hòa giá rẻ,"thanh lý điều hòa mới giá kho funiki capers panasonic daikin sam sung đủ loại bảo hành chính hãng có đội ngũ lắp đặt , trao đổi máy mới cũ thu mua lại máy cũ hư hỏng hoặc còn dùng được giá cao ACE QUAN TÂM IB TƯ VẤN",4300000.0,4.300.000 đ,14 giờ trước,1780797112000,12000,Hà Nội,12080,Quận Hoàng Mai,106,Phường Định Công,20.983137,105.83196,12946891,vu quang tam,True,active,5.0
