list_id,ad_id,category_id,root_category_id,partition_category_id,partition_date,category_group,category_name,title,description,price,price_text,date_text,list_time,region_id,region_name,area_id,area_name,ward_id,ward_name,latitude,longitude,seller_account_id,seller_name,company_ad,status,image_count
105254168,144443925,14040,14000,14000,2026-06-07,product,"Thiết bị vệ sinh, nhà tắm",Bán thanh lý gấp chậu rửa bát,Em có lô Chậu rửa bát bán thanh lý gấp dọn dẹp cửa hàng. Giá rẻ chi tiết alô đt Zalo nhé các bác,120000.0,120.000 đ,3 giờ trước,1780836745000,12000,Hà Nội,12080,Quận Hoàng Mai,117,Phường Yên Sở,20.961853,105.87307,4167719,viethung,,active,4.0
113280049,153915450,14040,14000,14000,2026-06-07,product,"Thiết bị vệ sinh, nhà tắm",Thanh lý gấp cửa cuốn khe thoáng,Em có lô cửa cuốn khe thoáng thanh lý gấp cho người có nhu cầu thì liên hệ với em nhé,200000.0,200.000 đ,3 giờ trước,1780834945000,12000,Hà Nội,12075,Quận Đống Đa,76,Phường Trung Liệt,21.0107,105.8224,4167719,viethung,True,active,3.0
131463454,175000985,14050,14000,14000,2026-06-07,product,Quạt,Quạt trần Duel King 2m - 3.5m,"Quạt trần dân dụng sải cánh lớn , đường kính sải cánh từ 2m đến 3m5. phù hợp lắp đặt cho không gian rộng như nhà hàng , quán bia ngoài trời , sân pik vv,,,,, không gian rộng từ 50 đến 500m2 , Tuyển đại lý phân phối toàn lãnh thổ việt nam, chiết khấu cao Hotline ***",20000000.0,20.000.000 đ,4 giờ trước,1780832389000,12000,Hà Nội,12079,Quận Cầu Giấy,62,Phường Trung Hoà,21.010153,105.798836,28651209,Toàn lexus,,active,4.0
131495059,175037895,14050,14000,14000,2026-06-07,product,Quạt,Quạt trần công nghiệp KALEFANS HVLS,"❗ NÓNG – NGỘT – TỐN ĐIỆN? 👉 Đừng đổ tiền vào điều hòa nữa! 👉 Đừng chịu cảnh công nhân mệt mỏi, giảm năng suất! GIẢI PHÁP 1 LẦN – MÁT CẢ XƯỞNG: KALEFANS HVLS ⚡ LÝ DO KHÁCH HÀNG XUỐNG TIỀN NGAY 🔥 1 QUẠT = MÁT 500 – 2000m² → Thay thế 20–30 quạt thường 🔥 GIẢM NHIỆT CẢM NHẬN 5–8°C → Làm việc mát mẻ – tăng năng suất 🔥 SIÊU TIẾT KIỆM ĐIỆN → Chỉ từ vài nghìn/ngày 😱 🔥 GIÓ TỰ NHIÊN – KHÔNG THỐC MẠNH → Mát đều, không khó chịu 🔥 ĐỘ BỀN 10–15 NĂM → Đầu tư 1 lần – dùng dài lâu 🎯 KHÁCH HÀNG NÀO NÊN LẮP NGAY? ✔️ Nhà xưởng mái tôn nóng như lò ✔️ Kho hàng bí khí – thiếu lưu thông ✔️ Quán cafe – nhà hàng trần cao ✔️ Nhà thờ – hội trường đông người 👉 Nếu bạn thuộc 1 trong số này: KHÔNG LẮP = ĐANG LỖ TIỀN MỖI NGÀY 💥 CHỐT ĐƠN NGAY – ƯU ĐÃI SỐC 🚚 Khảo sát tận nơi – tư vấn miễn phí 🔧 Lắp đặt nhanh – kỹ thuật chuẩn hãng 🎁 Giá tốt trực tiếp – không qua trung gian 🚨 CẢNH BÁO ⛔ Lắp sai loại quạt = tốn điện + không mát ⛔ Chọn quạt rẻ = hỏng nhanh – rung lắc nguy hiểm 👉 KALEFANS = GIẢI PHÁP CHUẨN NHÀ XƯỞNG LỚN 📞 LIÊN HỆ NGAY – GIỮ GIÁ TỐT 👉 Inbox / gọi ngay để được: ✔️ Tư vấn đúng model theo diện tích ✔️ Báo giá nhanh trong 5 phút ✔️ Lên phương án tối ưu nhất 🔥 ĐỪNG ĐỢI NẮNG ĐỈNH ĐIỂM MỚI LẮP! 👉 LẮP SỚM = MÁT SỚM = TIẾT KIỆM SỚM 💰",66500000.0,66.500.000 đ,4 giờ trước,1780834189000,12000,Hà Nội,12079,Quận Cầu Giấy,62,Phường Trung Hoà,21.010153,105.798836,28651209,Toàn lexus,,active,5.0
132198568,175861779,14110,14000,14000,2026-06-07,product,"Nội thất, đồ gia dụng khác",[TẬN XƯỞNG] Giàn Phơi Thông Minh Chính Hãng,"[TẬN XƯỞNG] Giàn Phơi Thông Minh Chính Hãng-Thép Dày nặng tới 15kg, 4 Sào 2m, Độ Vươn 2m2-Siêu Bền Chịu Lực 🌟 Miễn phí vận chuyển và lắp đặt khu vực Hà Nội 🌟 ĐIỂM NỔI BẬT CỦA SẢN PHẨM Đây là dòng giàn phơi hệ 4 sào cao cấp do xưởng trực tiếp sản xuất, tập trung vào độ bền và khả năng chịu tải vượt trội so với các dòng phổ thông trên thị trường: Hệ 4 sào phơi: Tăng diện tích phơi đồ, giúp bạn phơi được nhiều quần áo và chăn màn cùng lúc. Độ vươn cực đại 2m2: Khoảng cách vươn xa giúp quần áo đón nắng gió tối đa, cực kỳ nhanh khô. Thép dày chịu lực: Khung thép chắc chắn, xử lý bề mặt bền bỉ, không lo cong vênh hay rung lắc dưới mọi thời tiết. Móc treo chống gió linh hoạt: Giữ quần áo cố định, không bị xô dạt hay bay đồ khi trời giông bão. 📦 CHI TIẾT KIỆN HÀNG: Quý khách nhận hàng sẽ bao gồm đầy đủ các chi tiết để lắp đặt hoàn thiện: 2 Giá đỡ chịu lực: Bản thép dày, dùng để bắt cố định vào tường. 2 Bộ nan giãn Ziczac: Thép dày, đã liên kết sẵn vào giá đỡ, hoạt động kéo - xếp nhịp nhàng. 4 Thanh phơi (Sào): Mỗi thanh dài 2 mét 1 Túi móc treo chống gió: Loại móc rời, khách tự cài vào sào để cố định quần áo theo khoảng cách tùy ý. 4 Bộ vít nở sắt: Dòng vít chịu lực chuyên dụng để bắt giá đỡ vào tường bê tông.",680000.0,680.000 đ,3 giờ trước,1780835711000,12000,Hà Nội,12084,Huyện Thanh Trì,226,Xã Đông Mỹ,20.91653,105.87747,25856070,Thietbithongminh Pro,True,active,6.0
132828725,176593493,14070,14000,14000,2026-06-07,product,Bàn ghế,Bộ bàn ăn gỗ tròn 8 ghế,Bộ bàn ăn 8 ghế Mặt bàn tròn 2 thớt xoay được tiện lợi Mình ở hà đông,18888888.0,18.888.888 đ,2 giờ trước,1780840308000,12000,Hà Nội,12086,Quận Hà Đông,269,Phường Kiến Hưng,20.952806,105.785,23932252,thu hien nguyen,,active,3.0
132843345,176610154,14110,14000,14000,2026-06-07,product,"Nội thất, đồ gia dụng khác",Bàn ủi khô Philips DST0520/20,"Bàn ủi khô Philips DST0520/20 thuộc 500 Series, công suất 1200W. - Thiết kế nhỏ gọn, màu xanh dương và trắng. - Bàn ủi nhanh, dễ sử dụng. - Sản phẩm từ Trung Quốc. giá 190000",190000.0,190.000 đ,5 giờ trước,1780828774000,12000,Hà Nội,12075,Quận Đống Đa,72,Phường Thổ Quan,21.016975,105.83417,1781920,Nguyễn Xuân Bảo,True,active,6.0
132843371,176610196,14110,14000,14000,2026-06-07,product,"Nội thất, đồ gia dụng khác",Bàn ủi khô Tefal FS2525,"Bàn ủi khô Tefal FS2525 màu xanh dương, công suất 1200W, ủi nhanh, phẳng quần áo. - Thiết kế nhỏ gọn, trọng lượng 0.7 kg, dễ cầm nắm. - Mặt đế chống dính, lướt êm trên mọi loại vải. - Sản phẩm từ Trung Quốc. giá 150000",150000.0,150.000 đ,5 giờ trước,1780828860000,12000,Hà Nội,12075,Quận Đống Đa,72,Phường Thổ Quan,21.016975,105.83417,1781920,Nguyễn Xuân Bảo,True,active,4.0
132843433,176610267,14020,14000,14000,2026-06-07,product,Dụng cụ nhà bếp,Chảo chống dính Goldsun 24cm Đen,"Chảo chống dính Goldsun 24cm màu đen, làm từ hợp kim nhôm bền chắc. - Chống dính tốt, dễ dàng nấu nướng. - Kích thước vừa phải, tiện lợi cho gia đình. - Dễ vệ sinh sau khi dùng. không dùng được bếp từ giá 80000",80000.0,80.000 đ,5 giờ trước,1780829028000,12000,Hà Nội,12075,Quận Đống Đa,72,Phường Thổ Quan,21.016975,105.83417,1781920,Nguyễn Xuân Bảo,True,active,3.0
132843502,176610348,14110,14000,14000,2026-06-07,product,"Nội thất, đồ gia dụng khác",Máy bơm nước SEALAND KBO II,"Máy bơm nước SEALAND KBO II nhập khẩu từ Ý, màu xanh lá. - Thiết kế nhỏ gọn, dễ lắp đặt. - Hoạt động bền bỉ, hiệu suất cao. - Phù hợp cho nhiều nhu cầu sử dụng.",2000000.0,2.000.000 đ,5 giờ trước,1780829292000,12000,Hà Nội,12075,Quận Đống Đa,73,Phường Nam Đồng,21.014357,105.83123,9287671,Anh thuyên,,active,5.0
